  xdata    ydata    zdata
  6.00    -0.0778685221703809839    -1.14572593271188396
  6.20    -0.0774294416021541971    -1.09210996651915982
  6.40    -0.0769967760557105212    -1.03706682191438257
  6.60    -0.07657061603706860553    -0.9806053541104372591
  6.80    -0.07615100727826617002    -0.9227337955894085725
  7.00    -0.07573795971013204523    -0.8634597924937739072
  7.20    -0.07533145468641660104    -0.8027904382917413037
  7.40    -0.074931450819154856399395    -0.74073230501850696795364
  7.60    -0.074537888705873601589658    -0.67729147235116429502934
  7.80    -0.074150694768636013403151    -0.61247355473903717467263
  8.00    -0.073769784378289065402368    -0.5462837267815223707178
  8.20    -0.0733950644012102369871036    -0.478726747020785892046655
  8.40    -0.0730264352777979164781871    -0.40980698029585224428882
  8.60    -0.0726637927200189413589436    -0.33952841878701695885995
  8.80    -0.0723070290980950432178979    -0.267894701864454498570608
  9.00    -0.0719560345728057909707553    -0.194909134841976524583877
  9.20    -0.0716106980190958138    -0.120574706725737427
  9.40    -0.0712709077780786649    -0.0448941070379781299
  9.60    -0.0709365522676536699    0.0321302582125597263
  9.80    -0.0706075204764293053    0.110496251349352364
 10.00    -0.07028370236119391605    0.1902019885782662395
 11.00    -0.068739068047536561679    0.60877699169015958797
 12.00    -0.067309227233337109609    1.0606865756040583117
 13.00    -0.0659825558271035865828    1.54590842756680717228
 14.00    -0.064748765659518939881781    2.0644978341507745914484
 15.00    -0.0635988087939589006624    2.61656364643056491403
 16.00    -0.0625247355701819173696    3.20224856457648700287
 17.00    -0.061519548897460907405459    3.8217130615453395702208
 18.00    -0.060577070924287931877978    4.4751224692043982075964
 19.00    -0.05969182694817214676894    5.162636860948198404813
 20.00    -0.05885894671495531525458    5.884403418316130999975
 22.00    -0.0573333342959340648822    7.43118655264326039149
 24.00    -0.055970527223780654444    9.1162300235078355643
 26.00    -0.05474639847664627287    10.93991038127084221
 28.00    -0.0536411582962141787    12.9022464023673852
 30.00    -0.052638446978094935102    15.002960485612342024
 32.00    -0.051724653666952858709    17.241553839083460232
 34.00    -0.05088839178841423436    19.6173797328321745
 36.00    -0.0501200870425301687    22.1297062893863309
 38.00    -0.0494116493164793947    24.7777656272102193
 40.00    -0.048756209108007475437    27.560789514368857648
 42.00    -0.04814790462372448581    30.47803339263173895
 44.00    -0.04758170921302251995    33.52879122052941609
 46.00    -0.047053291134320029    36.7124035311061322
 48.00    -0.0465588993227451139    40.0282607485595534
 50.00    -0.046095270096529267    43.475803368083362
 55.00    -0.04505290621911454    52.66753970290251
 60.00    -0.0441498753275934    62.6724218919492
 65.00    -0.0433595142694993    73.4850653449573
 70.00    -0.04266165473122136    85.10120007997953
 75.00    -0.04204073757311427    97.51741136338381
 80.00    -0.0414845522403913    110.730941436884
 85.00    -0.040983371869171    124.73954104352
 90.00    -0.04052934570870458    139.5413584303931
 95.00    -0.04011606319017354    155.1348558247072
100.00    -0.0397382352048769    171.518745967248
105.00    -0.0393914571313148    188.691943370114
110.00    -0.039072029975167    206.65352648654
115.00    -0.038776823533955    225.40270805512
120.00    -0.03850317042542    244.9388116342
125.00    -0.03824878310220259    265.2612528728407
130.00    -0.038011688205311    286.36952444163
135.00    -0.0377901741491203    308.26318381719
140.00    -0.037582748911978    330.94184331078
145.00    -0.037388105775944    354.4051618756
150.00    -0.037205095314555    378.65283833436
155.00    -0.03703270233294    403.6846057488
160.00    -0.03687002676407    429.5002267133
165.00    -0.0367162677485    456.0994894007
170.00    -0.0365707102931    483.482204225
175.00    -0.0364327140332    511.648201011
180.00    -0.03630170371847382450575135182    540.5973265811425792211850143
185.00    -0.036177161123538721376094442    570.329442698616256874615918
190.00    -0.036058618136771449314148548    600.844424293834484438148301
195.00    -0.03594565083358587319064645    632.14215794117186298740466
200.00    -0.035837874372948960483010942    664.22254054015751941258293
205.00    -0.03573493858672040332930028    697.0854781715118245191568
210.00    -0.03563652415425071581503798    730.7308851014529340805269
215.00    -0.035542339273415708721454    765.158682912392561163755
220.00    -0.0354521167543754959672258    800.368799741745431356858
225.00    -0.0353656114746189074801538    836.361169613528532849264
230.00    -0.035282598143870529896389    873.13573184985331837581
235.00    -0.035202869335650165319865    910.69243055141787289894
240.00    -0.0351262337490377970929    949.0312141377670231462
245.00    -0.03505251466979038487145    988.1520349394703025794
250.00    -0.03498154860460103107556    1028.054848835521638337
255.00    -0.0349131840661621560961    1068.73961493023156385
260.00    -0.0348472804899329157588    1110.20629526469570685
265.00    -0.0347837072662301397552    1152.45485455860898712
270.00    -0.034722342873552682293    1195.4852599787751025
275.00    -0.034663074100985074283    1239.2974809311532008
280.00    -0.034605795349167795587    1283.8914888737026366
285.00    -0.03455040800071737945    1329.267257147644303
290.00    -0.03449681985217011019    1375.424760825063047
295.00    -0.03444494460054134157    1422.363976571038223
300.00    -0.03439470137846574    1470.08488251871529
305.00    -0.0343460143326346487    1518.58745815592606
310.00    -0.0342988122408940618    1567.87168422213353
315.00    -0.0342530281639260443    1617.93754261462305
320.00    -0.034208599127920934    1668.785016302988
325.00    -0.034165465835068279    1720.4140892510687
330.00    -0.034123572399060442    1772.8247463455984
335.00    -0.034082866103121913    1826.0169733308954
340.00    -0.0340432971783562    1879.990756749013
345.00    -0.0340048186004463    1934.746083884822
350.00    -0.03396738590295886    1990.282942715563
355.00    -0.03393095700569044    2046.60132186444
360.00    -0.03389549205665992    2103.701210557901
365.00    -0.0338609532864973    2161.58259858625
370.00    -0.0338273048741087    2220.24547626731
375.00    -0.0337945128226104    2279.68983441282
380.00    -0.0337625448446287    2339.91566429745
385.00    -0.0337313702561488    2400.92295763
390.00    -0.03370095987818    2462.7117065268
395.00    -0.033671285945572    2525.281903487
400.00    -0.033642322022385    2588.6335413698
405.00    -0.033614042923265    2652.7666133727
410.00    -0.033586424640341    2717.6811130125
415.00    -0.033559444275188    2783.3770341058
420.00    -0.03353307997546    2849.854370753
425.00    -0.03350731087581    2917.113117321
430.00    -0.03348211704279    2985.15326843
435.00    -0.03345747942337    3053.974818937
440.00    -0.03343337979686    3123.577763927
445.00    -0.03340980072993    3193.962098694
450.00    -0.03338672553455    3265.127818737
455.00    -0.0333641382286    3337.07491975
460.00    -0.0333420234988    3409.80339759
465.00    -0.0333203666662    3483.31324831
470.00    -0.0332991536537    3557.60446811
475.00    -0.0332783709553    3632.67705335
480.00    -0.0332580056079    3708.53100054
485.00    -0.0332380451635    3785.16630632
490.00    -0.033218477665    3862.5829675
495.00    -0.03319929162    3940.7809809
500.00    -0.033180475982    4019.7603436
