xdata,ydata
0.01479011910495396, 43.54004653656658
0.020030865586754452, 35.93813663804633
0.02412327460552502, 20.110311765649442
0.029051783866912626, 23.53937197549993
0.034646554890640786, 18.957356524063794
0.041318762775091236, 23.080640855807744
0.04879611758016099, 16.355928888233183
0.057065540842541576, 12.91549665014886
0.06608658560946142, 5.994842503189421
0.0765336967464752, 7.896522868499741
0.08691474982180555, 8.627747685955889
0.09967438607840703, 7.742636826811285
0.11209211684108039, 10.29960365809992
0.1260568853469603, 7.517412401323091
0.14038114548948027, 5.651148921156606
0.15481095855991528, 5.274997063702631
0.17409776711869768, 7.298739496069041
0.18827278002078046, 7.4438030132517
0.22453021257784542, 7.4438030132517
0.2651628925310408, 10.819022754206628
0.3100997502270273, 7.227271320676196
0.35562435939028264, 8.543266059341155
0.40386135180867017, 8.294752247696916
0.4631507584714403, 5.82045941008119
0.5208514541817925, 6.297168279760435
0.5800375248575402, 5.994842503189421
0.6459491041863014, 6.948328487801916
0.7123463742322411, 10.608183551394504
0.7779198334685558, 9.334379853191015
0.8495295114767456, 8.376776400682933
0.9460643551518605, 7.819201286922059
1.0230927666152623, 9.06285344858896
1.1063928192627575, 7.742636826811285
1.1964751491362284, 8.294752247696916
1.281293801624558, 5.541020330009504
1.3721252859006001, 5.763466334193135
1.4838435115436335, 4.206603936763959
1.558240762147903, 3.738088443841853
1.7870003842601503, 4.551134370978436
1.8950487934466427, 3.070290629757856
2.0096301943608186, 2.5719138090593496
2.304656646636172, 1.804721766827174
2.3966432890239755, 2.4484367468222317
2.4923014294590664, 1.9334136763356824
2.6429948523806086, 1.5570684047537333
2.9146689545757045, 1.2055815172510531
3.214268505712572, 0.9805121767832382
3.3425608342053748, 1.029960365809992
3.4759737434837756, 0.8213531263060065
