xdata,ydata
0.5627198124267292, 0.0014492753623188137
0.5978898007033995, 0.005072463768115931
0.63305978898007, 0.0010869565217390686
0.7502930832356389, 0.0010869565217390686
0.8440797186400937, 0.003623188405797062
1.0550996483001172, 0.00036231884057968955
1.0902696365767877, 0.004347826086956497
1.1371629542790151, 0.010869565217391297
1.1957796014067996, 0.013043478260869545
1.2543962485345836, 0.02065217391304347
1.3012895662368111, 0.03260869565217389
1.3599062133645956, 0.046014492753623154
1.4067995310668227, 0.050724637681159396
1.4888628370457206, 0.06340579710144925
1.5357561547479486, 0.0681159420289855
1.5943728018757326, 0.0721014492753623
1.6764361078546306, 0.07173913043478261
1.723329425556858, 0.06521739130434781
1.793669402110199, 0.05289855072463767
1.86400937866354, 0.04637681159420287
1.9343493552168816, 0.03442028985507242
2.004689331770223, 0.030072463768115898
2.075029308323564, 0.028260869565217367
2.145369284876905, 0.035507246376811574
2.215709261430246, 0.04673913043478259
2.297772567409144, 0.056159420289855044
2.368112543962485, 0.08514492753623187
2.4501758499413837, 0.086231884057971
2.532239155920281, 0.12391304347826085
2.614302461899179, 0.14746376811594203
2.7080890973036347, 0.1579710144927536
2.7784290738569757, 0.19202898550724637
2.8604923798358737, 0.1927536231884058
2.9308323563892147, 0.21340579710144927
3.0246189917936697, 0.213768115942029
3.1184056271981246, 0.22318840579710145
3.1887456037514657, 0.2326086956521739
3.2942555685814776, 0.2358695652173913
3.3763188745603756, 0.2318840579710145
3.4701055099648297, 0.2170289855072464
3.5638921453692856, 0.20543478260869566
3.6576787807737396, 0.1967391304347826
3.7514654161781946, 0.17681159420289855
3.8452520515826496, 0.1503623188405797
3.9507620164126616, 0.1398550724637681
4.0445486518171165, 0.12681159420289856
4.150058616647128, 0.10797101449275362
4.2438452520515835, 0.10543478260869563
4.3493552168815945, 0.09420289855072461
4.4548651817116065, 0.08695652173913043
4.5486518171160615, 0.08405797101449275
4.6658851113716295, 0.07572463768115939
4.7713950762016415, 0.06847826086956521
4.8886283704572095, 0.061231884057970976
5.0058616647127785, 0.06376811594202897
5.1113716295427905, 0.060869565217391286
5.2168815943728015, 0.057246376811594196
5.3341148886283705, 0.05543478260869564
5.451348182883939, 0.04999999999999996
5.5685814771395075, 0.05144927536231883
5.826494724501758, 0.04855072463768115
5.932004689331771, 0.04456521739130434
6.049237983587339, 0.042753623188405754
6.166471277842907, 0.043840579710144906
6.295427901524034, 0.042753623188405754
6.436107854630716, 0.03514492753623186
6.541617819460727, 0.033333333333333326
6.682297772567409, 0.028260869565217367
6.822977725674091, 0.03152173913043477
6.951934349355216, 0.025724637681159374
7.080890973036341, 0.02608695652173909
7.198124267291911, 0.025362318840579656
7.338804220398593, 0.019565217391304346
7.467760844079718, 0.023550724637681125
7.620164126611957, 0.023188405797101408
7.749120750293084, 0.01376811594202898
7.889800703399766, 0.01413043478260867
8.018757327080891, 0.014855072463768104
8.17116060961313, 0.011956521739130366
8.311840562719812, 0.007608695652173869
8.475967174677608, 0.008695652173912993
8.61664712778429, 0.00724637681159418
8.745603751465417, 0.006521739130434745
9.038686987104338, 0.00724637681159418
9.214536928487691, 0.003623188405797062
9.343493552168816, 0.004347826086956497
9.495896834701055, 0.005072463768115931
9.660023446658851, 0.003260869565217317
9.81242672919109, 0.00036231884057968955
9.964830011723329, 0.0007246376811594346
